,Emoji_ID,Emoji,Unicode_Name,Arabic_Name,Class,Total_Occurrence,Negativity_Occurrence_N(Negative),Neutrality_Occurrence_N(Neutral),Positivity_Occurrence_N(Positive),Negativite_Probability_P(Negative),Neutral_Probability_P(Neutral),Positive_Probability_P(Positive),Sentiment_Score_S,Sentiment_Label_L
592,b'\xf0\x9f\x90\x9c',🐜, Ant ,نمله,Nature,9,5,0,4,0.5,0.08333333333333333,0.4166666666666667,-0.08333333333333331,negative
593,b'\xf0\x9f\x90\xb1',🐱, Cat Face ,وجه القطه,Nature,9,5,0,4,0.5,0.08333333333333333,0.4166666666666667,-0.08333333333333331,negative
594,b'\xf0\x9f\x8d\xbb',🍻, Clinking Beer Mugs ,قرع اكواب البيره,Food,9,3,0,6,0.3333333333333333,0.08333333333333333,0.5833333333333334,0.25000000000000006,positive
595,b'\xe2\x8f\xac',⏬, Fast Down Button ,زر الانخفاض السريع,Symbol,9,2,5,2,0.25,0.5,0.25,0.0,neutral
596,b'\xf0\x9f\x97\xbd',🗽, Statue Of Liberty ,تمثال الحريه,Place,9,0,9,0,0.08333333333333333,0.8333333333333334,0.08333333333333333,0.0,neutral
597,b'\xf0\x9f\x8d\xa4',🍤, Fried Shrimp ,جمبري مقلي,Food,9,3,4,2,0.3333333333333333,0.4166666666666667,0.25,-0.08333333333333331,negative
598,b'\xf0\x9f\x8d\x9d',🍝, Spaghetti ,معكرونه,Food,9,0,6,3,0.08333333333333333,0.5833333333333334,0.3333333333333333,0.25,positive
599,b'\xf0\x9f\x93\x98',📘, Blue Book ,كتاب ازرق,Object,9,1,7,1,0.16666666666666666,0.6666666666666666,0.16666666666666666,0.0,neutral
600,b'\xf0\x9f\xa5\x8b',🥋, Martial Arts Uniform ,زي فنون قتاليه,Object,9,0,8,1,0.08333333333333333,0.75,0.16666666666666666,0.08333333333333333,positive
601,b'\xf0\x9f\x8f\xa2',🏢, Office Building ,مبنى اداري,Place,9,0,8,1,0.08333333333333333,0.75,0.16666666666666666,0.08333333333333333,positive
602,b'\xf0\x9f\x87\xa8\xf0\x9f\x87\xad',🇨🇭, Switzerland ,علم سويسرا,Flag,9,0,9,0,0.08333333333333333,0.8333333333333334,0.08333333333333333,0.0,neutral
603,b'\xf0\x9f\xa5\x99',🥙, Stuffed Flatbread ,خبز عربي محشي,Food,9,3,5,1,0.3333333333333333,0.5,0.16666666666666666,-0.16666666666666666,negative
604,b'\xf0\x9f\x96\x96',🖖, Vulcan Salute ,يد بحركه تحيه فولكان ,Body Language,8,2,0,6,0.2727272727272727,0.09090909090909091,0.6363636363636364,0.36363636363636365,positive
605,b'\xf0\x9f\x8e\xba',🎺, Trumpet ,بوق,Object,8,1,1,6,0.18181818181818182,0.18181818181818182,0.6363636363636364,0.45454545454545453,positive
606,b'\xf0\x9f\x92\xb6',💶, Euro Banknote ,اوراق نقديه لعمله اليورو,Object,8,2,4,2,0.2727272727272727,0.45454545454545453,0.2727272727272727,0.0,neutral
607,b'\xf0\x9f\x92\x84',💄, Lipstick ,احمر شفاه,Object,8,2,0,6,0.2727272727272727,0.09090909090909091,0.6363636363636364,0.36363636363636365,positive
608,b'\xf0\x9f\x8f\xb7',🏷, Label ,ملصق,Object,8,0,5,3,0.09090909090909091,0.5454545454545454,0.36363636363636365,0.2727272727272727,positive
609,b'\xf0\x9f\x87\xad\xf0\x9f\x87\xb3',🇭🇳, Honduras ,علم الهندوراس,Flag,8,0,8,0,0.09090909090909091,0.8181818181818182,0.09090909090909091,0.0,neutral
610,b'\xf0\x9f\x8e\xb9',🎹, Musical Keyboard ,لوحة مفاتيح موسيقيه,Object,8,1,2,5,0.18181818181818182,0.2727272727272727,0.5454545454545454,0.3636363636363636,positive
611,b'\xf0\x9f\x91\x95',👕, T-Shirt ,قميص ,Object,8,0,4,4,0.09090909090909091,0.45454545454545453,0.45454545454545453,0.36363636363636365,positive
612,b'\xf0\x9f\x95\xa0',🕠, Five-Thirty ,الساعه الخامسه والنصف,Object,8,0,8,0,0.09090909090909091,0.8181818181818182,0.09090909090909091,0.0,neutral
613,b'\xf0\x9f\xa4\x9b',🤛, Left-Facing Fist ,قبضه موجهه لليسار,Body Language,8,4,4,0,0.45454545454545453,0.45454545454545453,0.09090909090909091,-0.36363636363636365,negative
614,b'\xf0\x9f\x92\x87',💇, Person Getting Haircut ,شخص يحصل على قصه شعر,Human Activity,8,2,2,4,0.2727272727272727,0.2727272727272727,0.45454545454545453,0.18181818181818182,positive
615,b'\xf0\x9f\x90\x80',🐀, Rat ,جرذ,Nature,8,8,0,0,0.8181818181818182,0.09090909090909091,0.09090909090909091,-0.7272727272727273,negative
616,b'\xf0\x9f\x8f\x9d',🏝, Desert Island ,جزيره الصحراء,Nature,8,1,0,7,0.18181818181818182,0.09090909090909091,0.7272727272727273,0.5454545454545454,positive
617,b'\xe2\x9b\xb5',⛵, Sailboat ,مركب شراعي,Object,8,5,0,3,0.5454545454545454,0.09090909090909091,0.36363636363636365,-0.18181818181818177,negative
618,b'\xf0\x9f\xa4\xa5',🤥, Lying Face ,وجه كاذب,Facial Expression,8,8,0,0,0.8181818181818182,0.09090909090909091,0.09090909090909091,-0.7272727272727273,negative
619,b'\xe2\x9b\x8f',⛏, Pick ,معول,Object,8,6,2,0,0.6363636363636364,0.2727272727272727,0.09090909090909091,-0.5454545454545454,negative
620,b'\xf0\x9f\x8d\xa1',🍡, Dango ,حلي الدانجو,Food,8,0,2,6,0.09090909090909091,0.2727272727272727,0.6363636363636364,0.5454545454545454,positive
621,b'\xe2\x98\x8e',☎, Telephone ,هاتف,Symbol,8,2,6,0,0.2727272727272727,0.6363636363636364,0.09090909090909091,-0.1818181818181818,negative
622,b'\xe2\x8f\xaa',⏪, Fast Reverse Button ,زر التراجع السريع,Symbol,8,2,5,1,0.2727272727272727,0.5454545454545454,0.18181818181818182,-0.09090909090909088,negative
623,b'\xf0\x9f\x86\x98',🆘, Sos Button ,زر الاستغاثه,Symbol,8,4,4,0,0.45454545454545453,0.45454545454545453,0.09090909090909091,-0.36363636363636365,negative
624,b'\xe2\x96\xb6',▶, Play Button ,زر التشغيل,Symbol,8,3,2,3,0.36363636363636365,0.2727272727272727,0.36363636363636365,0.0,neutral
625,b'\xe2\x99\xa0',♠, Spade Suit ,سبيت,Symbol,8,2,1,5,0.2727272727272727,0.18181818181818182,0.5454545454545454,0.2727272727272727,positive
626,b'\xe2\x9a\x95',⚕, Medical Symbol ,الرمز الطبي,Symbol,8,2,2,4,0.2727272727272727,0.2727272727272727,0.45454545454545453,0.18181818181818182,positive
627,b'\xf0\x9f\x8c\x80',🌀, Cyclone ,زوبعه,Nature,8,4,2,2,0.45454545454545453,0.2727272727272727,0.2727272727272727,-0.18181818181818182,negative
628,b'\xe2\x9a\x93',⚓, Anchor ,مرساه,Symbol,8,2,0,6,0.2727272727272727,0.09090909090909091,0.6363636363636364,0.36363636363636365,positive
629,b'\xf0\x9f\x8c\x83',🌃, Night With Stars ,ليله مع النجوم,Nature,8,3,1,4,0.36363636363636365,0.18181818181818182,0.45454545454545453,0.09090909090909088,positive
630,b'\xf0\x9f\x91\xac',👬, Two Men Holding Hands ,رجلان يمسكان بايديهما,Human Activity,8,1,3,4,0.18181818181818182,0.36363636363636365,0.45454545454545453,0.2727272727272727,positive
631,b'\xf0\x9f\x9a\x8c',🚌, Bus ,حافله,Object,8,4,1,3,0.45454545454545453,0.18181818181818182,0.36363636363636365,-0.09090909090909088,negative
632,b'\xf0\x9f\x9b\x8d',🛍, Shopping Bags ,اكياس التسوق,Object,8,0,3,5,0.09090909090909091,0.36363636363636365,0.5454545454545454,0.4545454545454545,positive
633,b'\xf0\x9f\xa5\x9e',🥞, Pancakes ,فطائر,Food,8,1,3,4,0.18181818181818182,0.36363636363636365,0.45454545454545453,0.2727272727272727,positive
634,b'\xf0\x9f\x8e\x83',🎃, Jack-O-Lantern ,قرع الهالوين,Food,8,3,1,4,0.36363636363636365,0.18181818181818182,0.45454545454545453,0.09090909090909088,positive
635,b'\xf0\x9f\x8f\x8b',🏋, Person Lifting Weights ,شخص يرفع اثقال,Human Activity,7,2,3,2,0.3,0.4,0.3,0.0,neutral
636,b'\xf0\x9f\x91\xb7',👷, Construction Worker ,عامل بناء,Human Activity,7,3,1,3,0.4,0.2,0.4,0.0,neutral
637,b'\xf0\x9f\xa5\x85',🥅, Goal Net ,شبكه الهدف,Object,7,0,6,1,0.1,0.7,0.2,0.1,positive
638,b'\xf0\x9f\x8f\x80',🏀, Basketball ,كره سله,Object,7,2,3,2,0.3,0.4,0.3,0.0,neutral
639,b'\xf0\x9f\x8e\x85',🎅, Santa Claus ,بابا نويل,Human Activity,7,2,3,2,0.3,0.4,0.3,0.0,neutral
640,b'\xf0\x9f\x92\x8f',💏, Kiss ,قبله,Human Activity,7,3,1,3,0.4,0.2,0.4,0.0,neutral
641,b'\xf0\x9f\x96\x8d',🖍, Crayon ,قلم تلوين,Object,7,1,5,1,0.2,0.6,0.2,0.0,neutral
642,b'\xf0\x9f\x8d\xbd',🍽, Fork And Knife With Plate ,شوكة وسكين مع صحن,Object,7,2,4,1,0.3,0.5,0.2,-0.09999999999999998,negative
643,b'\xe2\x98\x82',☂, Umbrella ,مظله,Object,7,4,1,2,0.5,0.2,0.3,-0.2,negative
644,b'\xe2\x9b\x93',⛓, Chains ,سلاسل,Object,7,3,4,0,0.4,0.5,0.1,-0.30000000000000004,negative
645,b'\xf0\x9f\x92\xbc',💼, Briefcase ,حقيبه,Object,7,4,3,0,0.5,0.4,0.1,-0.4,negative
646,b'\xe2\x86\x96',↖, Up-Left Arrow ,سهم لاعلى اليسار,Symbol,7,0,1,6,0.1,0.2,0.7,0.6,positive
647,b'\xf0\x9f\x8c\x90',🌐, Globe With Meridians ,الكره الأرضيه مع خطوط الطول,Nature,7,2,1,4,0.3,0.2,0.5,0.2,positive
648,b'\xf0\x9f\x90\x9a',🐚, Spiral Shell ,قوقعه لولبيه,Nature,7,0,4,3,0.1,0.5,0.4,0.30000000000000004,positive
649,b'\xf0\x9f\x87\xb9\xf0\x9f\x87\xb7',🇹🇷, Turkey ,ديك رومي,Flag,7,3,3,1,0.4,0.4,0.2,-0.2,negative
650,b'\xf0\x9f\x87\xae\xf0\x9f\x87\xb1',🇮🇱, Israel ,علم اسرائيل,Flag,7,5,0,2,0.6,0.1,0.3,-0.3,negative
651,b'\xf0\x9f\x87\xac\xf0\x9f\x87\xa7',🇬🇧, United Kingdom ,علم المملكه المتحده,Flag,7,1,5,1,0.2,0.6,0.2,0.0,neutral
652,b'\xf0\x9f\x87\xaa\xf0\x9f\x87\xb8',🇪🇸, Spain ,علم اسبانيا,Flag,7,0,3,4,0.1,0.4,0.5,0.4,positive
653,b'\xf0\x9f\x87\xb5\xf0\x9f\x87\xaa',🇵🇪, Peru ,علم البيرو,Flag,7,0,5,2,0.1,0.6,0.3,0.19999999999999998,positive
654,b'\xf0\x9f\x94\x8e',🔎, Magnifying Glass Tilted Right ,عدسة مكبره مائله الي اليمين,Object,7,0,5,2,0.1,0.6,0.3,0.19999999999999998,positive
655,b'\xf0\x9f\x87\xba\xf0\x9f\x87\xbe',🇺🇾, Uruguay ,علم الاوروغواي,Flag,7,0,6,1,0.1,0.7,0.2,0.1,positive
656,b'\xf0\x9f\x99\x8e',🙎, Person Pouting ,شخص متجهم,Body Language,7,6,1,0,0.7,0.2,0.1,-0.6,negative
657,b'\xf0\x9f\x8d\xb2',🍲, Pot Of Food ,وعاء طعام,Food,7,0,4,3,0.1,0.5,0.4,0.30000000000000004,positive
658,b'\xf0\x9f\x8c\xaf',🌯, Burrito ,بوريتو,Food,7,2,4,1,0.3,0.5,0.2,-0.09999999999999998,negative
659,b'\xf0\x9f\x8d\x8a',🍊, Tangerine ,يوسفي,Food,7,1,3,3,0.2,0.4,0.4,0.2,positive
660,b'\xf0\x9f\x88\xb4',🈴, Japanese Passing Grade Button ,زر درجه النجاح اليابانيه,Symbol,7,0,7,0,0.1,0.8,0.1,0.0,neutral
661,b'\xf0\x9f\x94\xbc',🔼, Upwards Button ,زر تصاعدي,Symbol,7,0,7,0,0.1,0.8,0.1,0.0,neutral
662,b'\xf0\x9f\x9a\x9b',🚛, Articulated Lorry ,شاحنه قابله للانفصال,Object,7,1,4,2,0.2,0.5,0.3,0.09999999999999998,positive
663,b'\xf0\x9f\x90\x8a',🐊, Crocodile ,تمساح,Nature,7,1,5,1,0.2,0.6,0.2,0.0,neutral
664,b'\xf0\x9f\x90\xa4',🐤, Baby Chick ,كتكوت صغير ,Nature,7,2,2,3,0.3,0.3,0.4,0.10000000000000003,positive
665,b'\xf0\x9f\x8c\xab',🌫, Fog ,ضباب,Nature,7,2,3,2,0.3,0.4,0.3,0.0,neutral
666,b'\xf0\x9f\x95\xb5',🕵, Detective ,محقق,Human Activity,6,2,3,1,0.3333333333333333,0.4444444444444444,0.2222222222222222,-0.1111111111111111,negative
667,b'\xf0\x9f\x91\x83',👃, Nose ,انف,Body Language,6,2,0,4,0.3333333333333333,0.1111111111111111,0.5555555555555556,0.22222222222222227,positive
668,b'\xf0\x9f\x90\x92',🐒, Monkey ,قرد,Nature,6,2,1,3,0.3333333333333333,0.2222222222222222,0.4444444444444444,0.1111111111111111,positive
669,b'\xf0\x9f\x8f\x9e',🏞, National Park ,متنزه عام,Nature,6,2,1,3,0.3333333333333333,0.2222222222222222,0.4444444444444444,0.1111111111111111,positive
670,b'\xf0\x9f\x90\xa0',🐠, Tropical Fish ,سمكه استوائيه,Nature,6,3,1,2,0.4444444444444444,0.2222222222222222,0.3333333333333333,-0.1111111111111111,negative
671,b'\xf0\x9f\x90\xa7',🐧, Penguin ,بطريق,Nature,6,1,2,3,0.2222222222222222,0.3333333333333333,0.4444444444444444,0.2222222222222222,positive
672,b'\xf0\x9f\x90\x90',🐐, Goat ,ماعز,Nature,6,3,2,1,0.4444444444444444,0.3333333333333333,0.2222222222222222,-0.2222222222222222,negative
673,b'\xf0\x9f\xa4\xb3',🤳, Selfie ,سيلفي,Body Language,6,1,2,3,0.2222222222222222,0.3333333333333333,0.4444444444444444,0.2222222222222222,positive
674,b'\xe2\x9b\xb9',⛹, Person Bouncing Ball ,شخص يلعب بالكره ضربا علي الارض,Human Activity,6,2,1,3,0.3333333333333333,0.2222222222222222,0.4444444444444444,0.1111111111111111,positive
675,b'\xf0\x9f\x90\x9f',🐟, Fish ,سمك,Nature,6,5,0,1,0.6666666666666666,0.1111111111111111,0.2222222222222222,-0.4444444444444444,negative
676,b'\xf0\x9f\x90\x98',🐘, Elephant ,فيل,Nature,6,0,0,6,0.1111111111111111,0.1111111111111111,0.7777777777777778,0.6666666666666667,positive
677,b'\xf0\x9f\x8c\x84',🌄, Sunrise Over Mountains ,شروق الشمس فوق الجبال,Nature,6,2,2,2,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,neutral
678,b'\xf0\x9f\x90\xba',🐺, Wolf Face ,وجه الذئب,Nature,6,1,0,5,0.2222222222222222,0.1111111111111111,0.6666666666666666,0.4444444444444444,positive
679,b'\xe2\x93\x82',Ⓜ, Circled M ,ميم محاطه,Symbol,6,0,2,4,0.1111111111111111,0.3333333333333333,0.5555555555555556,0.4444444444444445,positive
680,b'\xf0\x9f\x93\x9b',📛, Name Badge ,بطاقه اسم,Symbol,6,0,6,0,0.1111111111111111,0.7777777777777778,0.1111111111111111,0.0,neutral
681,b'\xf0\x9f\x93\xb6',📶, Antenna Bars ,مؤشر قوه الاسال,Symbol,6,0,6,0,0.1111111111111111,0.7777777777777778,0.1111111111111111,0.0,neutral
682,b'\xe2\x9e\xb0',➰, Curly Loop ,حلقه مجعده,Symbol,6,0,3,3,0.1111111111111111,0.4444444444444444,0.4444444444444444,0.3333333333333333,positive
683,b'\xf0\x9f\x94\x9a',🔚, End Arrow ,سهم النهايه,Symbol,6,2,1,3,0.3333333333333333,0.2222222222222222,0.4444444444444444,0.1111111111111111,positive
684,b'\xf0\x9f\x87\xac\xf0\x9f\x87\xb3',🇬🇳, Guinea ,علم غينيا,Flag,6,1,5,0,0.2222222222222222,0.6666666666666666,0.1111111111111111,-0.1111111111111111,negative
685,b'\xf0\x9f\x87\xb5\xf0\x9f\x87\xb8',🇵🇸, Palestinian Territories ,علم الاراضي الفلسطينيه,Flag,6,1,2,3,0.2222222222222222,0.3333333333333333,0.4444444444444444,0.2222222222222222,positive
686,b'\xf0\x9f\x93\xa7',📧, E-Mail ,البريد الالكتروني,Object,6,1,5,0,0.2222222222222222,0.6666666666666666,0.1111111111111111,-0.1111111111111111,negative
687,b'\xf0\x9f\x8d\x8d',🍍, Pineapple ,اناناس,Food,6,0,2,4,0.1111111111111111,0.3333333333333333,0.5555555555555556,0.4444444444444445,positive
688,b'\xf0\x9f\xa5\x82',🥂, Clinking Glasses ,قرع كؤوس,Food,6,0,1,5,0.1111111111111111,0.2222222222222222,0.6666666666666666,0.5555555555555556,positive
689,b'\xf0\x9f\x87\xa7\xf0\x9f\x87\xaa',🇧🇪, Belgium ,علم بلجيكا,Flag,6,0,6,0,0.1111111111111111,0.7777777777777778,0.1111111111111111,0.0,neutral
690,b'\xf0\x9f\xa5\x98',🥘, Shallow Pan Of Food ,مقلاة طعام غير عميقه,Food,6,0,4,2,0.1111111111111111,0.5555555555555556,0.3333333333333333,0.2222222222222222,positive
691,b'\xf0\x9f\x8d\xb4',🍴, Fork And Knife ,شوكه وسكين,Object,6,1,2,3,0.2222222222222222,0.3333333333333333,0.4444444444444444,0.2222222222222222,positive
692,b'\xf0\x9f\x87\xa6\xf0\x9f\x87\xb9',🇦🇹, Austria ,علم النمسا,Flag,6,3,2,1,0.4444444444444444,0.3333333333333333,0.2222222222222222,-0.2222222222222222,negative
693,b'\xf0\x9f\x91\x92',👒, Woman’S Hat ,قبعه امراه,Object,6,1,3,2,0.2222222222222222,0.4444444444444444,0.3333333333333333,0.1111111111111111,positive
694,b'\xf0\x9f\x9a\x82',🚂, Locomotive ,قاطرة,Object,6,5,0,1,0.6666666666666666,0.1111111111111111,0.2222222222222222,-0.4444444444444444,negative
695,b'\xf0\x9f\x95\x96',🕖, Seven O’Clock ,الساعه السابعه تماما,Object,6,1,3,2,0.2222222222222222,0.4444444444444444,0.3333333333333333,0.1111111111111111,positive
696,b'\xf0\x9f\x93\xbd',📽, Film Projector ,جهاز عرض الافلام,Object,6,1,2,3,0.2222222222222222,0.3333333333333333,0.4444444444444444,0.2222222222222222,positive
697,b'\xf0\x9f\x92\xb7',💷, Pound Banknote ,الاوراق النقديه لعمله الجنيه,Object,6,3,1,2,0.4444444444444444,0.2222222222222222,0.3333333333333333,-0.1111111111111111,negative
698,b'\xf0\x9f\x94\xac',🔬, Microscope ,مجهر,Object,6,2,4,0,0.3333333333333333,0.5555555555555556,0.1111111111111111,-0.2222222222222222,negative
699,b'\xf0\x9f\x8d\x9c',🍜, Steaming Bowl ,وعاء تبخير,Food,6,1,4,1,0.2222222222222222,0.5555555555555556,0.2222222222222222,0.0,neutral
700,b'\xf0\x9f\x90\xab',🐫, Two-Hump Camel ,جمل ذو سنامين,Nature,5,2,3,0,0.375,0.5,0.125,-0.25,negative
701,b'\xf0\x9f\x90\x85',🐅, Tiger ,نمر,Nature,5,1,1,3,0.25,0.25,0.5,0.25,positive
702,b'\xf0\x9f\xa6\x87',🦇, Bat ,خفاش,Nature,5,0,2,3,0.125,0.375,0.5,0.375,positive
703,b'\xf0\x9f\x95\xb8',🕸, Spider Web ,شبكه عنكبوت,Nature,5,0,2,3,0.125,0.375,0.5,0.375,positive
704,b'\xf0\x9f\x90\x81',🐁, Mouse ,فار,Nature,5,1,4,0,0.25,0.625,0.125,-0.125,negative
705,b'\xf0\x9f\x8c\xb0',🌰, Chestnut ,كستناء,Food,5,0,0,5,0.125,0.125,0.75,0.625,positive
706,b'\xf0\x9f\x8d\x9a',🍚, Cooked Rice ,ارز مطبوخ,Food,5,1,2,2,0.25,0.375,0.375,0.125,positive
707,b'\xc2\xa9',©, Copyright ,حقوق النشر,Symbol,5,1,4,0,0.25,0.625,0.125,-0.125,negative
708,b'\xf0\x9f\x94\xb2',🔲, Black Square Button ,زر مربع اسود,Symbol,5,1,4,0,0.25,0.625,0.125,-0.125,negative
709,b'\xf0\x9f\x87\xba',🇺, Regional Indicator Symbol Letter U ,حرف رمز المؤشر الإقليمي U,Symbol,5,2,1,2,0.375,0.25,0.375,0.0,neutral
710,b'\xf0\x9f\x9b\xb5',2⃣, Keycap Digit Two ,No_Translation,Symbol,5,0,4,1,0.125,0.625,0.25,0.125,positive
711,b'\xe2\x99\x8e',♎, Libra ,رمز برج الميزان,Symbol,5,4,0,1,0.625,0.125,0.25,-0.375,negative
712,b'\xf0\x9f\x87\xa9',🇩, Regional Indicator Symbol Letter D ,حرف رمز المؤشر الإقليمي D,Symbol,5,3,0,2,0.5,0.125,0.375,-0.125,negative
713,b'\xf0\x9f\x92\xb2',💲, Heavy Dollar Sign ,علامه دولار غامقه,Symbol,5,0,0,5,0.125,0.125,0.75,0.625,positive
714,b'\xf0\x9f\x94\xa2',🔢, Input Numbers ,ارقام مدخله,Symbol,5,0,5,0,0.125,0.75,0.125,0.0,neutral
715,b'\xf0\x9f\x9a\xb9',🚹, Men’S Room ,غرفه رجال,Symbol,5,0,4,1,0.125,0.625,0.25,0.125,positive
716,b'\xf0\x9f\x9b\xb5',1⃣, Keycap Digit One ,No_Translation,Symbol,5,0,4,1,0.125,0.625,0.25,0.125,positive
717,b'\xf0\x9f\x87\xbf\xf0\x9f\x87\xa6',🇿🇦, South Africa ,علم جنوب افريقيا,Flag,5,0,4,1,0.125,0.625,0.25,0.125,positive
718,b'\xe2\x99\xa3',♣, Club Suit ,سباتي,Symbol,5,2,1,2,0.375,0.25,0.375,0.0,neutral
719,b'\xf0\x9f\x8f\x8c',🏌, Person Golfing ,لاعب جولف,Human Activity,5,0,0,5,0.125,0.125,0.75,0.625,positive
720,b'\xe2\x8c\x9b',⌛, Hourglass Done ,ساعه رمليه منتهيه,Object,5,3,1,1,0.5,0.25,0.25,-0.25,negative
721,b'\xf0\x9f\x96\xbc',🖼, Framed Picture ,صوره مبروزه,Object,5,0,4,1,0.125,0.625,0.25,0.125,positive
722,b'\xf0\x9f\x95\x99',🕙, Ten O’Clock ,الساعه العاشره تماما,Object,5,0,4,1,0.125,0.625,0.25,0.125,positive
723,b'\xf0\x9f\x9b\xab',🛫, Airplane Departure ,طائره مغادره,Object,5,0,2,3,0.125,0.375,0.5,0.375,positive
724,b'\xf0\x9f\x95\x97',🕗, Eight O’Clock ,الساعه الثامنه تماما,Object,5,0,4,1,0.125,0.625,0.25,0.125,positive
725,b'\xf0\x9f\xa4\xb5',🤵, Man In Tuxedo ,رجل يرتدي بدله,Human Activity,5,3,1,1,0.5,0.25,0.25,-0.25,negative
726,b'\xf0\x9f\xa4\xbe',🤾, Person Playing Handball ,شخص يلعب كره اليد,Human Activity,5,2,3,0,0.375,0.5,0.125,-0.25,negative
727,b'\xf0\x9f\x97\xbf',🗿, Moai ,تمثال مواي,Place,5,5,0,0,0.75,0.125,0.125,-0.625,negative
728,b'\xe2\x9b\xba',⛺, Tent ,خيمه,Place,5,2,0,3,0.375,0.125,0.5,0.125,positive
729,b'\xf0\x9f\x98\xbd',😽, Kissing Cat Face ,وجه قط يرسل قبله,Facial Expression,5,0,4,1,0.125,0.625,0.25,0.125,positive
730,b'\xf0\x9f\x93\x91',📑, Bookmark Tabs ,علامه التبويب المرجعيه,Object,5,2,3,0,0.375,0.5,0.125,-0.25,negative
731,b'\xf0\x9f\x8e\x92',🎒, School Backpack ,حقيبه ظهر مدرسيه,Object,5,2,3,0,0.375,0.5,0.125,-0.25,negative
732,b'\xf0\x9f\x93\xa5',📥, Inbox Tray ,علبه البريد الوارد,Object,5,0,3,2,0.125,0.5,0.375,0.25,positive
733,b'\xf0\x9f\x8e\xad',🎭, Performing Arts ,الفنون التمثيليه,Object,5,3,1,1,0.5,0.25,0.25,-0.25,negative
734,b'\xf0\x9f\x9a\xa7',🚧, Construction ,اعمال بناء,Object,5,3,0,2,0.5,0.125,0.375,-0.125,negative
735,b'\xf0\x9f\x93\x99',📙, Orange Book ,كتاب برتقالي,Object,5,0,5,0,0.125,0.75,0.125,0.0,neutral
736,b'\xf0\x9f\x87\xaf',🇯, Regional Indicator Symbol Letter J ,حرف رمز المؤشر الاقليمي J,Symbol,4,1,1,2,0.2857142857142857,0.2857142857142857,0.42857142857142855,0.14285714285714285,positive
737,b'\xf0\x9f\x94\x92',🔒, Locked ,مقفل,Symbol,4,3,0,1,0.5714285714285714,0.14285714285714285,0.2857142857142857,-0.2857142857142857,negative
738,b'\xe3\x80\xbd',〽, Part Alternation Mark ,علامه التناوب الجزئي,Symbol,4,0,2,2,0.14285714285714285,0.42857142857142855,0.42857142857142855,0.2857142857142857,positive
739,b'\xe2\x99\x8d',♍, Virgo ,رمز برج العذراء,Symbol,4,0,0,4,0.14285714285714285,0.14285714285714285,0.7142857142857143,0.5714285714285714,positive
740,b'\xf0\x9f\x87\xa8',🇨, Regional Indicator Symbol Letter C ,حرف رمز المؤشر الاقليمي C,Symbol,4,0,1,3,0.14285714285714285,0.2857142857142857,0.5714285714285714,0.42857142857142855,positive
741,b'\xe2\xac\x86',⬆, Up Arrow ,سهم للاعلى,Symbol,4,0,3,1,0.14285714285714285,0.5714285714285714,0.2857142857142857,0.14285714285714285,positive
742,b'\xf0\x9f\x87\xab\xf0\x9f\x87\xb7',🇫🇷, France ,علم فرنسا,Flag,4,0,0,4,0.14285714285714285,0.14285714285714285,0.7142857142857143,0.5714285714285714,positive
743,b'\xe2\x86\x95',↕, Up-Down Arrow ,سهم براسين لاعلى ولاسفل,Symbol,4,1,0,3,0.2857142857142857,0.14285714285714285,0.5714285714285714,0.2857142857142857,positive
744,b'\xf0\x9f\x94\x88',🔈, Speaker Low Volume ,علامه مكبر الصوت بصوت منخفض,Symbol,4,2,2,0,0.42857142857142855,0.42857142857142855,0.14285714285714285,-0.2857142857142857,negative
745,b'\xf0\x9f\xa5\x9b',🥛, Glass Of Milk ,كوب حليب,Food,4,1,0,3,0.2857142857142857,0.14285714285714285,0.5714285714285714,0.2857142857142857,positive
746,b'\xf0\x9f\x8d\xb1',🍱, Bento Box ,صندوق البينتو,Food,4,1,1,2,0.2857142857142857,0.2857142857142857,0.42857142857142855,0.14285714285714285,positive
747,b'\xf0\x9f\x8e\xa1',🎡, Ferris Wheel ,عجله فيريس,Place,4,0,0,4,0.14285714285714285,0.14285714285714285,0.7142857142857143,0.5714285714285714,positive
748,b'\xf0\x9f\x87\xb3\xf0\x9f\x87\xbf',🇳🇿, New Zealand ,علم نيوزيلندا,Flag,4,0,4,0,0.14285714285714285,0.7142857142857143,0.14285714285714285,0.0,neutral
749,b'\xf0\x9f\x87\xac\xf0\x9f\x87\xb7',🇬🇷, Greece ,علم اليونان,Flag,4,0,3,1,0.14285714285714285,0.5714285714285714,0.2857142857142857,0.14285714285714285,positive
750,b'\xf0\x9f\x87\xad\xf0\x9f\x87\xb7',🇭🇷, Croatia ,علم كرواتيا,Flag,4,0,4,0,0.14285714285714285,0.7142857142857143,0.14285714285714285,0.0,neutral
751,b'\xf0\x9f\x87\xab',🇫, Regional Indicator Symbol Letter F ,حرف رمز المؤشر الاقليمي F,Symbol,4,4,0,0,0.7142857142857143,0.14285714285714285,0.14285714285714285,-0.5714285714285714,negative
752,b'\xf0\x9f\x90\xad',🐭, Mouse Face ,وجه الفار,Nature,4,4,0,0,0.7142857142857143,0.14285714285714285,0.14285714285714285,-0.5714285714285714,negative
